,Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status
78832,20160826X43408,Accident,2016,CA,United States,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,CIVIL AIR PATROL INC.,0.0,2.0,0.0,0.0,VMC,"The flight instructor's failure to go-around and the subsequent long landing and his failure to maintain directional control, which resulted in a runway excursion."
78834,20160829X35127,Accident,2016,PA,United States,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,,0.0,0.0,0.0,2.0,VMC,"The student pilot's failure to maintain pitch control resulting in a hard landing and the flight instructor's delayed action to assist the student pilot during the aborted landing, which resulted in a runway excursion, a right main and nose gear collapse, and fuselage damage."
78835,20160829X93333,Accident,2016,TX,United States,Non-Fatal,Substantial,Airplane,Beech,E-55,2.0,COBRA KAI INC,0.0,0.0,0.0,2.0,VMC,"The failure of the landing gear assembly snap ring, which prevented the pilot from being able to extend the landing gear and resulted in a gear-up landing. Also causal was the lack of the assembly's overhaul in accordance with the airplane maintenance manual."
78838,20160815X25932,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Piper,J5A,1.0,,0.0,0.0,0.0,3.0,VMC,"The pilot's improper fuel management, which led to fuel exhaustion and a subsequent forced landing on a road too narrow for the airplane."
78840,20160825X20130,Accident,2016,IN,United States,Fatal,Substantial,Airplane,Cessna,172N,1.0,,1.0,0.0,1.0,0.0,VMC,"The pilot's failure to maintain a normal approach path to the runway, which resulted in the airplane colliding with a tree and a house during final approach. Contributing to the accident was the pilot's lack of recent flight experience."
78841,20160826X13108,Accident,2016,KS,United States,Non-Fatal,Substantial,Airplane,Piper,PA 25-235,1.0,,0.0,0.0,1.0,0.0,VMC,A partial loss of engine power for reasons that could not be determined based on the available information.
78842,20160827X23858,Accident,2016,IL,United States,Non-Fatal,Substantial,Airplane,Cessna,U206G,1.0,STATE OF ILLINOIS,0.0,1.0,1.0,0.0,VMC,A total loss of engine power due to air entering the fuel system for reasons that could not be determined based on available information.  Contributing to the accident was the pilots inability to restart the engine due to the check valve assembly design.
78846,20160906X15846,Accident,2016,CO,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-180,1.0,Big Q Aviation,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain directional control after encountering a wind gust during the landing roll, which resulted in a ground loop.

"
78847,20160908X93704,Accident,2016,IN,United States,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,,0.0,0.0,0.0,2.0,VMC,"PC

The unseen standing water on the runway that abruptly slowed the tailwheel equipped airplane during landing resulting in a nose-over."
78850,20160830X35738,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA18,1.0,Swift Fork Air,0.0,0.0,0.0,2.0,VMC,"The pilot's decision to taxi on unsuitable terrain after landing, which resulted in an encounter with a washed out ditch."
78852,20160907X45319,Accident,2016,TX,United States,Non-Fatal,Substantial,Airplane,Beech,58,2.0,Cobra Kai Flight Academy,0.0,0.0,0.0,2.0,VMC,The incorrect maintenance of the airplane's ventilation system which resulted in an obstruction of the elevator control system.
78854,20160827X12409,Accident,2016,OR,United States,Fatal,Destroyed,Airplane,Boeing,A75N1(PT17),1.0,,1.0,0.0,0.0,0.0,VMC,The pilot's failure to maintain clearance from the runway during a low-level aerobatic maneuver. Contributing to the accident was a high density altitude and the pilot's failure to plan/adequately compensate for high density altitude conditions.
78855,20160827X31134,Accident,2016,FL,United States,Non-Fatal,Substantial,Airplane,Boeing,737-700,2.0,Southwest Airlines,0.0,0.0,0.0,104.0,VMC,"A low-cycle fatigue crack in the dovetail of fan blade No. 23, which resulted in the fan blade separating in flight and impacting the fan case. This impact caused the fan blade to fracture into fragments that traveled farther than expected into the inlet, which compromised the structural integrity of the inlet and led to the in-flight separation of inlet components. A portion of the inlet struck the fuselage and created a hole, causing the cabin to depressurize."
78856,20160829X61958,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA18,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's improper soft field landing technique on a soft grass airstrip, which resulted in a nose over."
78858,20160829X85955,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,1.0,,0.0,0.0,1.0,0.0,IMC,"The pilot's decision to continue visual flight into instrument meteorological conditions, which resulted in an in-flight collision with terrain."
78859,20160830X91803,Accident,2016,ME,United States,Non-Fatal,Substantial,Airplane,Cessna,195,1.0,,0.0,0.0,0.0,2.0,VMC,The pilot's failure to maintain directional control during landing roll out.
78862,20160828X85113,Accident,2016,MT,United States,Fatal,Destroyed,Airplane,Cessna,182,1.0,,2.0,0.0,0.0,0.0,VMC,The sudden right turn on approach to landing for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.
78863,20160829X35843,Accident,2016,LA,United States,Fatal,Substantial,Airplane,Cessna,172,1.0,Flight Academy of New Orleans,2.0,1.0,0.0,0.0,VMC,The pilot's improper decision to continue a descent during a night visual approach a for landing which resulted in controlled flight into terrain. Contributing to the accident was the reduced visibility and pilot's disregard of the PAPI indications that the airplane's approach path was excessively low.
78864,20160901X83843,Accident,2016,CT,United States,Non-Fatal,Substantial,Airplane,Beech,C23,1.0,,0.0,0.0,0.0,1.0,VMC,"The student pilots failure to attain the proper touchdown point, which resulted in a runway overrun."
78866,20160831X23743,Accident,2016,ID,United States,Non-Fatal,Substantial,Airplane,Cessna,A185,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain directional control during landing, which resulted in a runway excursion and collision with terrain."
78868,20160901X61053,Accident,2016,VA,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,"Aero-Smith, Inc.",0.0,0.0,0.0,1.0,VMC,"The student pilot's incorrect pitch control during the landing flare, which resulted in a porpoise, a loss of directional control, and a runway excursion."
78871,20160912X23324,Accident,2016,SD,United States,Non-Fatal,Substantial,Airplane,Beech,V35B,1.0,ON FILE,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to adequately manage the available fuel supply, resulting in fuel starvation and a total loss of engine power. Contributing to the accident was the inadequate preflight by the pilot and flight instructor, and the flight instructor's failure to monitor the fuel levels."
78872,20160921X23148,Accident,2016,UT,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,"Upper Limit Aviation, Inc.",0.0,0.0,0.0,1.0,VMC,"The student pilots improper landing flare, which resulted in a hard, porpoised landing.
"
78875,20160830X24345,Accident,2016,NV,United States,Fatal,Destroyed,Airplane,Beech,A36,1.0,Flying Start Aero,2.0,0.0,0.0,0.0,VMC,"The pilot's selection of a landing runway which, given the wind and traffic conditions, was susceptible to high crosswinds and the translation of wake turbulence across its approach path, and the controller's and pilot's failure to ensure separation from the B757 and its wake, which resulted in a low-altitude encounter with wake vortices that the pilot was unable to recover from.  


"
78876,20160831X15223,Accident,2016,AR,United States,Fatal,Destroyed,Airplane,Beech,A36,1.1327227239960989,,1.0,0.0,0.0,0.0,VMC,"The pilot's failure to monitor and/or transmit his position over the uncontrolled airport's common traffic advisory frequency, and his decision to continue the takeoff when he observed conflicting traffic on the runway."
78877,20160831X62719,Accident,2016,AK,United States,Fatal,Destroyed,Airplane,Cessna,208,1.0,"Hageland Aviation Services, Inc.",5.0,0.0,0.0,0.0,VMC,"The failure of both pilots to see and avoid each other while in level cruise flight, which resulted in a midair collision."
78878,20160901X60603,Accident,2016,MN,United States,Non-Fatal,Substantial,Airplane,Cessna,170A,1.0,,0.0,0.0,1.0,0.0,VMC,"The pilot's failure to maintain aircraft control, which resulted in impact with terrain near the runway."
78879,20160906X31206,Accident,2016,ND,United States,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,,0.0,0.0,1.0,0.0,VMC,"The pilot's failure to obtain a proper aimpoint during landing due to reduced visibility from the setting sun.

"
78882,20160914X32900,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Land and Sea Aviation Alaska,0.0,0.0,0.0,2.0,VMC,The airplanes encounter with a developing sink hole during taxi on the ramp area.
78887,20160903X33607,Accident,2016,FL,United States,Fatal,Destroyed,Airplane,Cessna,172,1.0,,2.0,0.0,0.0,0.0,VMC,"The pilot's inadequate preflight and in-flight weather planning, which resulted in continued flight into a thunderstorm and a subsequent loss of airplane control."
78889,20160906X40837,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion, a nose over, and substantial damage to the right wing strut and fuselage. Contributing to the accident was the sun glare which inhibited the pilot's forward visual sight."
78891,20160907X12837,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Maule,M4,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to recognize and compensate for tailwind conditions during the landing roll, which resulted in a runway overrun and nose over."
78894,20160909X91346,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's inadequate inspection of the off-airport landing area, which resulted in an encounter with standing water and a nose over."
78897,20160903X32500,Accident,2016,TX,United States,Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,,2.0,0.0,0.0,0.0,VMC,The pilot's loss of control attempting to recover from a low-level aerobatic maneuver.  Contributing to the accident was the pilot's decision to attempt the low-level maneuver which significantly reduced any margin for error.
78898,20160906X24001,Accident,2016,NM,United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-180,1.0,,0.0,0.0,0.0,2.0,VMC,A partial loss of engine power for reasons that could not be determined based on available information.
78904,20160906X31104,Accident,2016,TX,United States,Non-Fatal,Substantial,Airplane,Air Tractor Inc,AT,1.0,RUSTYS FLYING SERVICE,0.0,0.0,0.0,1.0,VMC,The pilots failure to maintain clearance from an antenna atop a tower while maneuvering at a low altitude and the airplanes subsequent impact with terrain during an attempted off-airport landing.
78905,20160906X42741,Accident,2016,CA,United States,Non-Fatal,Substantial,Airplane,Cessna,TR182,1.0,West Air Aviation,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain directional control during an attempted go-around, which resulted in a runway excursion and a nose over. Contributing to the accident was the pilot's failure to remove the carburetor heat during the attempted go-around in high density altitude conditions."
78906,20160906X74252,Accident,2016,TX,United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1(PT17),1.0,,0.0,0.0,0.0,2.0,VMC,The pilot's failure to attain the proper touchdown point on a grass airstrip and the airplane's subsequent collision with trees during an attempted aborted landing.
78908,20160913X22634,Accident,2016,SC,United States,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilots loss of directional control during the takeoff roll, which resulted in a runway excursion."
78915,20160907X21532,Accident,2016,GA,United States,Fatal,Substantial,Airplane,Beech,F33,1.0,,3.0,0.0,0.0,0.0,VMC,The failure of the Beech pilot to see and avoid the Diamond that was in front of and below his airplane on final approach and his use of an incorrect radio communication frequency for the airport.
78916,20160907X35920,Accident,2016,NE,United States,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to go around after overshooting his intended touchdown point, which resulted in impact with farm equipment and terrain during an aborted landing attempt."
78917,20160908X03741,Accident,2016,IA,United States,Fatal,Substantial,Airplane,Piper,PA 46-310P,1.0,,1.0,0.0,0.0,0.0,IMC,"The non-instrument-rated pilot's loss of control due to spatial disorientation in instrument meteorological conditions, which resulted in an exceedance of the airplane's design stress limitations and a subsequent in-flight breakup. Contributing to the accident was the pilot's decision to continue visual flight into convective instrument meteorological conditions."
78924,20160909X21758,Accident,2016,AZ,United States,Non-Fatal,Substantial,Airplane,Cessna,310N,2.0,,0.0,0.0,4.0,0.0,VMC,"Total loss of power to the right engine during takeoff due to a fuel contaminant, which blocked the fuel flow transducer and resulted in fuel starvation to the engine."
78926,20160913X24155,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA18,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilots failure to maintain clearance from a tree while maneuvering at low altitude. 
"
